Resort ID,Adult,Currency
2686,360.0,Czech koruna
2687,350.0,Czech koruna
2688,150.0,Czech koruna
2689,259.0,Czech koruna
2690,0.0,-
2691,500.0,Czech koruna
2692,0.0,-
2693,400.0,Czech koruna
2694,480.0,Czech koruna
2695,250.0,Czech koruna
2696,500.0,Czech koruna
2697,0.0,-
2698,0.0,-
2699,290.0,Czech koruna
2700,0.0,-
2701,280.0,Czech koruna
2702,220.0,Czech koruna
2703,440.0,Czech koruna
2704,0.0,-
2705,0.0,-
2706,360.0,Czech koruna
2707,420.0,Czech koruna
2708,320.0,Czech koruna
2709,350.0,Czech koruna
2710,0.0,-
2711,300.0,Czech koruna
2712,0.0,-
2713,300.0,Czech koruna
2714,250.0,Czech koruna
2715,0.0,-
2716,310.0,Czech koruna
2717,350.0,Czech koruna
2718,320.0,Czech koruna
2719,370.0,Czech koruna
2720,0.0,-
2721,0.0,-
2722,0.0,-
2723,390.0,Czech koruna
2724,590.0,Czech koruna
2725,430.0,Czech koruna
2726,370.0,Czech koruna
2727,170.0,Czech koruna
2728,0.0,-
2729,0.0,-
2730,0.0,-
2731,200.0,Czech koruna
2732,370.0,Czech koruna
2733,440.0,Czech koruna
2734,450.0,Czech koruna
2735,0.0,-
2736,320.0,Czech koruna
2737,595.0,Czech koruna
2738,0.0,-
2739,420.0,Czech koruna
2740,500.0,Czech koruna
2741,0.0,-
2742,0.0,-
2743,240.0,Czech koruna
2744,450.0,Czech koruna
2745,260.0,Czech koruna
2746,350.0,Czech koruna
2747,300.0,Czech koruna
2748,290.0,Czech koruna
2749,0.0,-
2750,260.0,Czech koruna
2751,0.0,-
2752,200.0,Czech koruna
2753,360.0,Czech koruna
2754,120.0,Czech koruna
2755,330.0,Czech koruna
2756,0.0,-
2757,350.0,Czech koruna
2758,250.0,Czech koruna
2759,360.0,Czech koruna
2760,300.0,Czech koruna
2761,250.0,Czech koruna
2762,0.0,-
2763,350.0,Czech koruna
2764,400.0,Czech koruna
2765,390.0,Czech koruna
2766,260.0,Czech koruna
2767,0.0,-
2768,450.0,Czech koruna
2769,780.0,Czech koruna
2770,0.0,-
2771,420.0,Czech koruna
2772,320.0,Czech koruna
2773,0.0,-
2774,310.0,Czech koruna
2775,0.0,-
2776,200.0,Czech koruna
2777,240.0,Czech koruna
2778,0.0,-
2779,200.0,Czech koruna
2780,500.0,Czech koruna
2781,500.0,Czech koruna
2782,370.0,Czech koruna
2783,480.0,Czech koruna
2784,450.0,Czech koruna
2785,0.0,-
2786,0.0,-
2787,440.0,Czech koruna
2788,270.0,Czech koruna
2789,300.0,Czech koruna
2790,300.0,Czech koruna
2791,360.0,Czech koruna
2792,550.0,Czech koruna
2793,440.0,Czech koruna
2794,430.0,Czech koruna
2795,440.0,Czech koruna
2796,370.0,Czech koruna
2797,0.0,-
2798,490.0,Czech koruna
2799,0.0,-
2800,200.0,Czech koruna
2801,180.0,Czech koruna
2802,300.0,Czech koruna
2803,280.0,Czech koruna
2804,260.0,Czech koruna
2805,400.0,Czech koruna
2806,0.0,-
2807,250.0,Czech koruna
2808,400.0,Czech koruna
2809,220.0,Czech koruna
2810,220.0,Czech koruna
2811,250.0,Czech koruna
2812,0.0,-
2813,0.0,-
2814,280.0,Czech koruna
2815,400.0,Czech koruna
2816,450.0,Czech koruna
2817,200.0,Czech koruna
2818,0.0,-
2819,350.0,Czech koruna
2820,290.0,Czech koruna
2821,250.0,Czech koruna
2822,390.0,Czech koruna
2823,250.0,Czech koruna
2824,630.0,Czech koruna
2825,300.0,Czech koruna
2826,280.0,Czech koruna
2827,420.0,Czech koruna
2828,0.0,-
2829,180.0,Czech koruna
2830,400.0,Czech koruna
2831,370.0,Czech koruna
2832,150.0,Czech koruna
2833,350.0,Czech koruna
2834,370.0,Czech koruna
2835,350.0,Czech koruna
2836,200.0,Czech koruna
2837,390.0,Czech koruna
2838,550.0,Czech koruna
2839,490.0,Czech koruna
2840,300.0,Czech koruna
2841,340.0,Czech koruna
2842,0.0,-
2843,330.0,Czech koruna
2844,370.0,Czech koruna
2845,0.0,-
2846,280.0,Czech koruna
2847,300.0,Czech koruna
2848,300.0,Czech koruna
2849,360.0,Czech koruna
2850,260.0,Czech koruna
2851,780.0,Czech koruna
2852,300.0,Czech koruna
2853,380.0,Czech koruna
2854,250.0,Czech koruna
2855,300.0,Czech koruna
2856,350.0,Czech koruna
2857,350.0,Czech koruna
2858,490.0,Czech koruna
2859,330.0,Czech koruna
2860,300.0,Czech koruna
2861,530.0,Czech koruna
2862,530.0,Czech koruna
2863,300.0,Czech koruna
2864,0.0,-
2865,310.0,Czech koruna
2866,380.0,Czech koruna
2867,0.0,-
2868,340.0,Czech koruna
2869,290.0,Czech koruna
2870,280.0,Czech koruna
2871,300.0,Czech koruna
2872,32.0,European Euro
2873,33.0,European Euro
2874,31.0,European Euro
2875,35.0,European Euro
2876,30.0,European Euro
2877,27.0,European Euro
2878,22.0,European Euro
2880,0.0,-
2881,12.0,European Euro
2882,16.0,European Euro
2883,10.0,European Euro
2884,0.0,-
2885,30.0,European Euro
2886,0.0,-
2887,16.0,European Euro
2888,0.0,-
2889,0.0,-
2890,29.0,European Euro
2891,0.0,-
2892,0.0,-
2893,10.0,European Euro
2894,9.0,European Euro
2895,18.0,European Euro
2896,0.0,-
2897,0.0,-
2898,0.0,-
2899,8.0,European Euro
2901,13.0,European Euro
2902,14.0,European Euro
2903,0.0,-
2904,20.0,European Euro
2905,20.0,European Euro
2906,12.0,European Euro
2907,33.0,European Euro
2908,11.0,European Euro
2909,12.0,European Euro
2910,8.0,European Euro
2911,11.0,European Euro
2912,20.0,European Euro
2913,18.0,European Euro
2914,17.0,European Euro
2915,15.0,European Euro
2916,22.0,European Euro
2917,0.0,-
2918,18.0,European Euro
2920,0.0,-
2921,15.0,European Euro
2922,0.0,-
2923,0.0,-
2924,0.0,-
2925,20.79,Polish zloty
2926,20.79,Polish zloty
2927,21.0,Polish zloty
2928,27.3,Polish zloty
2929,22.05,Polish zloty
2930,20.79,Polish zloty
2931,19.95,Polish zloty
2932,20.79,Polish zloty
2933,15.75,Polish zloty
2934,19.95,Polish zloty
2935,19.95,Polish zloty
2936,7.35,Polish zloty
2937,18.9,Polish zloty
2938,14.7,Polish zloty
2939,10.5,Polish zloty
2940,0.0,-
2941,0.0,-
2942,0.0,-
2943,0.0,-
2944,0.0,-
2945,0.0,-
2946,0.0,-
2947,14.7,Polish zloty
2948,0.0,-
2949,0.0,-
2950,13.65,Polish zloty
2951,0.0,-
2952,0.0,-
2953,10.5,Polish zloty
2954,0.0,-
2955,0.0,-
2956,0.0,-
2957,0.0,-
2958,0.0,-
2959,0.0,-
2960,0.0,-
2961,8.4,Polish zloty
2962,0.0,-
2963,14.7,Polish zloty
2964,10.5,Polish zloty
2965,18.9,Polish zloty
2966,15.75,Polish zloty
2967,20.58,Polish zloty
2968,0.0,-
2969,12.6,Polish zloty
2970,16.8,Polish zloty
2971,0.0,-
2972,0.0,-
2973,20.79,Polish zloty
2974,0.0,-
2975,0.0,-
2976,23.099999999999998,Polish zloty
2977,6.3,Polish zloty
2978,0.0,-
2979,16.8,Polish zloty
2980,18.9,Polish zloty
2981,17.849999999999998,Polish zloty
2982,10.5,Polish zloty
2983,0.0,-
2984,0.0,-
2985,0.0,-
2986,0.0,-
2987,0.0,-
2988,0.0,-
2989,16.8,Polish zloty
2990,0.0,-
2991,16.59,Polish zloty
2992,0.0,-
2993,20.79,Polish zloty
2994,18.9,Polish zloty
2995,13.02,Polish zloty
2996,0.0,-
2997,16.8,Polish zloty
2998,15.75,Polish zloty
2999,0.0,-
3000,0.0,-
3001,12.18,Polish zloty
3002,23.099999999999998,Polish zloty
3003,0.0,-
3004,10.5,Polish zloty
3005,15.75,Polish zloty
3006,0.0,-
3007,12.6,Polish zloty
3008,16.8,Polish zloty
3009,17.849999999999998,Polish zloty
3010,12.6,Polish zloty
3011,12.6,Polish zloty
3012,0.0,-
3013,0.0,-
3014,16.8,Polish zloty
3015,0.0,-
3016,7.35,Polish zloty
3017,11.549999999999999,Polish zloty
3018,0.0,-
3019,0.0,-
3020,0.0,-
3021,16.8,Polish zloty
3022,19.95,Polish zloty
3023,15.75,Polish zloty
3024,0.0,-
3025,0.0,-
3026,0.0,-
3027,18.9,Polish zloty
3028,15.75,Polish zloty
3029,16.8,Polish zloty
3030,0.0,-
3031,15.75,Polish zloty
3032,19.95,Polish zloty
3033,14.7,Polish zloty
3034,0.0,-
3035,16.59,Polish zloty
3036,18.9,Polish zloty
3037,18.9,Polish zloty
3038,0.0,-
3039,0.0,-
3040,14.7,Polish zloty
3041,16.8,Polish zloty
3042,13.65,Polish zloty
3043,7.35,Polish zloty
3044,16.59,Polish zloty
3045,16.8,Polish zloty
3046,0.0,-
3047,17.849999999999998,Polish zloty
3048,10.5,Polish zloty
3049,0.0,-
3050,14.49,Polish zloty
3051,10.5,Polish zloty
3052,0.0,-
3053,0.0,-
3054,8.4,Polish zloty
3055,16.8,Polish zloty
3056,0.0,-
3057,0.0,-
3058,0.0,-
3059,11.549999999999999,Polish zloty
3060,0.0,-
3061,19.95,Polish zloty
3062,0.0,-
3063,8.4,Polish zloty
3064,7.77,Polish zloty
3065,0.0,-
3066,12.6,Polish zloty
3067,16.59,Polish zloty
3068,16.8,Polish zloty
3069,0.0,-
3070,0.0,-
3071,11.549999999999999,Polish zloty
3072,0.0,-
3073,0.0,-
3074,7.35,Polish zloty
3075,0.0,-
3076,0.0,-
3077,14.7,Polish zloty
3078,0.0,-
3079,0.0,-
3080,0.0,-
3081,11.549999999999999,Polish zloty
3082,14.7,Polish zloty
3083,16.8,Polish zloty
3084,0.0,-
3085,0.0,-
3086,0.0,-
3087,16.8,Polish zloty
3088,0.0,-
3089,12.6,Polish zloty
3090,0.0,-
3091,0.0,-
3092,0.0,-
3093,0.0,-
3094,14.7,Polish zloty
3095,0.0,-
3096,0.0,-
3097,15.75,Polish zloty
3098,0.0,-
3099,20.79,Polish zloty
3100,0.0,-
3101,0.0,-
3102,0.0,-
3103,0.0,-
3104,13.65,Polish zloty
3105,14.49,Polish zloty
3106,0.0,-
3107,0.0,-
3108,0.0,-
3109,0.0,-
3110,0.0,-
3111,0.0,-
3112,18.9,Polish zloty
3113,14.7,Polish zloty
3114,21.0,Polish zloty
3115,16.8,Polish zloty
3116,14.7,Polish zloty
3117,0.0,-
3118,13.65,Polish zloty
3119,18.9,Polish zloty
3120,8.4,Polish zloty
3121,0.0,-
3122,0.0,-
3123,0.0,-
3124,17.849999999999998,Polish zloty
3125,0.0,-
3126,0.0,-
3127,0.0,-
3128,12.6,Polish zloty
3129,0.0,-
3130,0.0,-
3131,13.65,Polish zloty
3132,0.0,-
3133,0.0,-
3134,17.22,Polish zloty
3135,12.6,Polish zloty
3136,25.2,Polish zloty
3137,0.0,-
3138,8.4,Polish zloty
3139,0.0,-
3140,0.0,-
3141,0.0,-
3142,0.0,-
3143,7.35,Polish zloty
3144,16.8,Polish zloty
3145,0.0,-
3146,0.0,-
3147,15.75,Polish zloty
3148,17.849999999999998,Polish zloty
3149,0.0,-
3150,0.0,-
3151,0.0,-
3152,14.7,Polish zloty
3153,0.0,-
3154,0.0,-
3155,14.7,Polish zloty
3156,11.549999999999999,Polish zloty
3157,0.0,-
3158,0.0,-
3159,14.7,Polish zloty
3160,0.0,-
3161,0.0,-
3162,16.8,Polish zloty
3163,0.0,-
3164,0.0,-
3165,0.0,-
3166,0.0,-
3167,0.0,-
3168,4.2,Polish zloty
3169,10.5,Polish zloty
3170,0.0,-
3171,18.689999999999998,Polish zloty
3172,0.0,-
3173,0.0,-
3174,0.0,-
3175,0.0,-
3176,15.75,Polish zloty
3177,18.689999999999998,Polish zloty
3178,0.0,-
3179,1500.0,Russian ruble
3180,2150.0,Russian ruble
3181,0.0,-
3182,2450.0,Russian ruble
3183,0.0,-
3184,57.599999999999994,Swiss Franc
3185,0.0,-
3186,0.0,-
3187,975.0,Ukrainian hryvnia
3188,0.0,-
3189,0.0,-
3190,390.0,Ukrainian hryvnia
3191,0.0,-
3192,700.0,Ukrainian hryvnia
3193,0.0,-
3194,0.0,-
3195,0.0,-
3196,0.0,-
3197,0.0,-
3198,550.0,Ukrainian hryvnia
3199,0.0,-
3200,0.0,-
3201,600.0,Ukrainian hryvnia
3202,0.0,-
3203,0.0,-
3204,0.0,-
3205,0.0,-
3206,0.0,-
3207,0.0,-
3208,0.0,-
3209,0.0,-
3210,0.0,-
3211,0.0,-
3212,0.0,-
3213,0.0,-
3214,0.0,-
3215,0.0,-
3216,0.0,-
3217,0.0,-
3218,0.0,-
3219,0.0,-
3220,240.0,Ukrainian hryvnia
3221,0.0,-
3222,0.0,-
3223,0.0,-
3224,0.0,-
3225,0.0,-
3226,0.0,-
3227,400.0,Ukrainian hryvnia
3228,0.0,-
3229,0.0,-
3230,0.0,-
3231,0.0,-
3232,0.0,-
3233,0.0,-
3234,0.0,-
3235,0.0,-
3236,1900.0,Russian ruble
3237,0.0,-
3238,0.0,-
3239,0.0,-
3240,0.0,-
3241,0.0,-
3242,0.0,-
3243,45.0,European Euro
3244,45.0,European Euro
3247,0.0,-
3248,0.0,-
3249,0.0,-
3250,0.0,-
3252,0.0,-
3253,0.0,-
3254,0.0,-
3255,0.0,-
3257,0.0,-
3258,0.0,-
3260,0.0,-
3261,30.0,European Euro
3262,0.0,-
3263,13.0,European Euro
3264,15.0,European Euro
3265,0.0,-
3266,11.0,European Euro
3267,12.0,European Euro
3268,25.0,European Euro
3269,0.0,-
3270,11.0,European Euro
3271,0.0,-
3272,0.0,-
3273,0.0,-
3274,0.0,-
3275,0.0,-
3276,0.0,-
3277,14.0,European Euro
3278,0.0,-
3279,22.0,European Euro
3280,0.0,-
3281,15.0,European Euro
3282,0.0,-
3283,15.0,European Euro
3284,0.0,-
3285,3650.0,Icelandic krona
3286,3000.0,Icelandic krona
3287,4900.0,Icelandic krona
3288,0.0,-
3289,2650.0,Icelandic krona
3290,3500.0,Icelandic krona
3291,3550.0,Icelandic krona
3292,3500.0,Icelandic krona
3293,2500.0,Icelandic krona
3294,470.0,Icelandic krona
3295,2800.0,Icelandic krona
3296,100.0,Romanian leu
3297,145.0,Romanian leu
3298,160.0,Romanian leu
3299,145.0,Romanian leu
3300,83.0,Romanian leu
3301,0.0,-
3302,110.0,Romanian leu
3303,0.0,-
3304,140.0,Romanian leu
3305,0.0,-
3306,0.0,-
3307,0.0,-
3308,0.0,-
3309,0.0,-
3310,0.0,-
3311,0.0,-
3312,0.0,-
3313,0.0,-
3314,50.0,Romanian leu
3315,50.0,Romanian leu
3316,0.0,-
3317,120.0,Romanian leu
3318,0.0,-
3319,0.0,-
3320,0.0,-
3321,0.0,-
3322,0.0,-
3323,0.0,-
3324,0.0,-
3325,0.0,-
3326,0.0,-
3327,0.0,-
3328,0.0,-
3329,0.0,-
3330,0.0,-
3331,0.0,-
3332,0.0,-
3333,35.0,Romanian leu
3334,0.0,-
3335,0.0,-
3336,0.0,-
3337,0.0,-
3338,0.0,-
3339,0.0,-
3340,0.0,-
3341,0.0,-
3342,50.0,Romanian leu
3343,0.0,-
3344,0.0,-
3345,0.0,-
3346,0.0,-
3347,66.0,Romanian leu
3348,45.0,Romanian leu
3349,0.0,-
3350,0.0,-
3351,0.0,-
3352,0.0,-
3353,0.0,-
3354,0.0,-
3355,0.0,-
3356,0.0,-
3357,80.0,Romanian leu
3358,0.0,-
3359,90.0,Romanian leu
3360,0.0,-
3361,0.0,-
3362,0.0,-
3363,90.0,Romanian leu
3364,0.0,-
3365,0.0,-
3366,0.0,-
3367,90.0,Romanian leu
3368,0.0,-
3369,0.0,-
3370,0.0,-
3371,0.0,-
3372,0.0,-
3373,0.0,-
3374,0.0,-
3375,0.0,-
3376,0.0,-
3377,160.0,Romanian leu
3378,0.0,-
3379,0.0,-
3380,0.0,-
3381,45.0,Romanian leu
3382,85.0,Romanian leu
3383,0.0,-
3384,0.0,-
3385,0.0,-
3386,0.0,-
3387,0.0,-
3388,0.0,-
3390,30.0,UK Pound
3391,32.0,UK Pound
3392,36.0,UK Pound
3393,0.0,-
3394,59.0,UK Pound
3395,0.0,-
3398,14.0,UK Pound
3399,30.0,UK Pound
3401,0.0,-
3402,0.0,-
3403,0.0,-
3404,15.0,UK Pound
3405,0.0,-
3406,32.0,UK Pound
3407,26.0,UK Pound
3408,17.0,UK Pound
3409,0.0,-
3411,12.0,UK Pound
3412,0.0,-
3413,12.0,UK Pound
3414,16.0,UK Pound
3416,10.0,UK Pound
3417,0.0,-
3419,17.0,UK Pound
3420,0.0,-
3421,0.0,-
3422,7.0,UK Pound
3423,0.0,-
3424,31.0,UK Pound
3425,0.0,-
3426,24.0,UK Pound
3427,6.0,UK Pound
3428,0.0,-
3429,0.0,-
3430,0.0,-
3431,0.0,-
3433,0.0,-
3434,0.0,-
3435,0.0,-
3436,25.0,UK Pound
3437,12.0,UK Pound
3438,35.0,UK Pound
3439,7.0,UK Pound
3440,0.0,-
3441,0.0,-
3442,0.0,-
3444,24.0,UK Pound
3445,35.0,UK Pound
3446,30.0,UK Pound
3447,15.0,UK Pound
3448,0.0,-
3450,50.0,UK Pound
3451,0.0,-
3452,0.0,-
3453,46.0,UK Pound
3454,0.0,-
3456,0.0,-
3457,0.0,-
3458,15.0,UK Pound
3459,20.0,UK Pound
3461,0.0,-
3462,69.0,UK Pound
3464,30.0,UK Pound
3465,11.0,UK Pound
3466,15.0,UK Pound
3467,20.0,UK Pound
3468,0.0,-
3469,700.0,Russian ruble
3470,0.0,-
3471,0.0,-
3472,1200.0,Russian ruble
3473,0.0,-
3474,0.0,-
3475,850.0,Russian ruble
3476,0.0,-
3477,0.0,-
3478,0.0,-
3479,1100.0,Macedonian denar
3480,0.0,-
3481,0.0,-
3482,900.0,Macedonian denar
3483,0.0,-
3484,0.0,-
3485,0.0,-
3486,18.0,European Euro
3487,29.0,European Euro
3488,0.0,-
3489,0.0,-
3490,0.0,-
3491,0.0,-
3492,0.0,-
3493,15.0,European Euro
3494,0.0,-
3495,0.0,-
3496,0.0,-
3497,0.0,-
3498,38.0,European Euro
3499,41.0,European Euro
3500,45.0,European Euro
3501,0.0,-
3502,0.0,-
3503,0.0,-
3504,15.0,European Euro
3505,12.0,European Euro
3506,0.0,-
3507,12.0,European Euro
3508,14.0,European Euro
3509,10.0,European Euro
3510,16.900000000000002,Danish Krone
3511,0.0,-
3512,35.75,Danish Krone
3513,13.0,Danish Krone
3514,0.0,-
3515,18.2,Danish Krone
3516,0.0,-
3517,0.0,-
3518,58.0,US Dollar
3519,0.0,-
3520,58.0,US Dollar
3521,0.0,-
3522,0.0,-
3523,35.0,US Dollar
3524,79.0,US Dollar
3525,159.0,US Dollar
3526,55.0,US Dollar
3527,43.0,US Dollar
3528,48.0,US Dollar
3529,45.0,US Dollar
3530,104.0,US Dollar
3531,35.0,US Dollar
3532,85.0,US Dollar
3533,0.0,-
3534,42.0,US Dollar
3535,73.0,US Dollar
3536,30.0,US Dollar
3537,35.0,US Dollar
3538,56.0,US Dollar
3539,61.0,US Dollar
3540,35.0,US Dollar
3541,100.0,US Dollar
3542,89.0,US Dollar
3543,169.0,US Dollar
3544,169.0,US Dollar
3545,85.0,US Dollar
3546,30.0,US Dollar
3547,10.0,US Dollar
3548,47.0,US Dollar
3549,20.0,US Dollar
3550,125.0,US Dollar
3551,67.0,US Dollar
3552,89.0,US Dollar
3553,20.0,US Dollar
3554,79.0,US Dollar
3555,0.0,-
3556,25.0,US Dollar
3557,45.0,US Dollar
3558,22.0,US Dollar
3559,189.0,US Dollar
3560,48.0,US Dollar
3561,65.0,US Dollar
3562,0.0,-
3563,68.0,US Dollar
3564,62.0,US Dollar
3565,59.0,US Dollar
3566,58.0,US Dollar
3567,0.0,-
3568,65.0,US Dollar
3569,135.0,US Dollar
3570,30.0,US Dollar
3571,0.0,-
3572,38.0,US Dollar
3573,44.0,US Dollar
3574,55.0,US Dollar
3575,29.0,US Dollar
3576,0.0,-
3577,0.0,-
3578,65.0,US Dollar
3579,40.0,US Dollar
3580,44.0,US Dollar
3581,45.0,US Dollar
3582,62.0,US Dollar
3583,85.0,US Dollar
3584,39.0,US Dollar
3585,59.0,US Dollar
3586,74.0,US Dollar
3587,64.0,US Dollar
3588,43.0,US Dollar
3589,35.0,US Dollar
3590,47.0,US Dollar
3591,22.0,US Dollar
3592,89.0,US Dollar
3593,89.0,US Dollar
3594,52.0,US Dollar
3595,43.0,US Dollar
3596,32.0,US Dollar
3597,164.0,US Dollar
3598,89.0,US Dollar
3599,69.0,US Dollar
3600,60.0,US Dollar
3601,79.0,US Dollar
3602,72.0,US Dollar
3603,79.0,US Dollar
3604,31.0,US Dollar
3605,64.0,US Dollar
3606,65.0,US Dollar
3607,44.0,US Dollar
3608,0.0,-
3609,40.0,US Dollar
3610,55.0,US Dollar
3611,64.0,US Dollar
3612,169.0,US Dollar
3613,65.0,US Dollar
3614,47.0,US Dollar
3615,39.0,US Dollar
3616,67.0,US Dollar
3617,34.0,US Dollar
3618,45.0,US Dollar
3619,15.0,US Dollar
3620,68.0,US Dollar
3621,75.0,US Dollar
3622,37.0,US Dollar
3623,0.0,-
3624,0.0,-
3625,465.0,US Dollar
3626,325.0,US Dollar
3627,65.0,US Dollar
3628,66.0,US Dollar
3629,0.0,-
3630,0.0,-
3631,42.0,US Dollar
3632,10.0,US Dollar
3633,52.0,US Dollar
3634,79.0,US Dollar
3635,37.0,US Dollar
3636,45.0,US Dollar
3637,0.0,-
3638,45.0,US Dollar
3639,30.0,US Dollar
3640,25.0,US Dollar
3641,38.0,US Dollar
3642,32.0,US Dollar
3643,52.0,US Dollar
3644,32.0,US Dollar
3645,150.0,US Dollar
3646,0.0,-
3647,20.0,US Dollar
3648,72.0,US Dollar
3649,39.0,US Dollar
3650,115.0,US Dollar
3651,64.0,US Dollar
3652,72.0,US Dollar
3653,80.0,US Dollar
3654,48.0,US Dollar
3655,45.0,US Dollar
3656,135.0,US Dollar
3657,0.0,-
3658,40.0,US Dollar
3659,55.0,US Dollar
3660,79.0,US Dollar
3661,0.0,-
3662,46.0,US Dollar
3663,72.0,US Dollar
3664,120.0,US Dollar
3665,59.0,US Dollar
3666,69.0,US Dollar
3667,40.0,US Dollar
3668,0.0,-
3669,20.0,US Dollar
3670,65.0,US Dollar
3671,42.0,US Dollar
3672,52.0,US Dollar
3673,15.0,US Dollar
3674,49.0,US Dollar
3675,25.0,US Dollar
3676,94.0,US Dollar
3677,66.0,US Dollar
3678,40.0,US Dollar
3679,20.0,US Dollar
3680,0.0,-
3681,20.0,US Dollar
3682,0.0,-
3683,28.0,US Dollar
3684,24.0,US Dollar
3685,0.0,-
3686,40.0,US Dollar
3687,54.0,US Dollar
3688,12.0,US Dollar
3689,83.0,US Dollar
3690,74.0,US Dollar
3691,53.0,US Dollar
3692,90.0,US Dollar
3693,49.0,US Dollar
3694,80.0,US Dollar
3695,35.0,US Dollar
3696,26.0,US Dollar
3697,40.0,US Dollar
3698,68.0,US Dollar
3699,86.0,US Dollar
3700,0.0,-
3701,30.0,US Dollar
3702,0.0,-
3703,152.0,US Dollar
3704,25.0,US Dollar
3705,27.0,US Dollar
3706,39.0,US Dollar
3707,45.0,US Dollar
3708,48.0,US Dollar
3709,69.0,US Dollar
3710,20.0,US Dollar
3711,32.0,US Dollar
3712,42.0,US Dollar
3713,42.0,US Dollar
3714,75.0,US Dollar
3715,70.0,US Dollar
3716,0.0,-
3717,54.0,US Dollar
3718,25.0,US Dollar
3719,30.0,US Dollar
3720,55.0,US Dollar
3721,80.0,US Dollar
3722,0.0,-
3723,34.0,US Dollar
3725,0.0,-
3726,65.0,US Dollar
3727,58.0,US Dollar
3728,149.0,US Dollar
3729,82.0,US Dollar
3730,0.0,-
3731,81.0,US Dollar
3732,109.0,US Dollar
3733,40.0,US Dollar
3734,20.0,US Dollar
3735,5.0,US Dollar
3736,12.0,US Dollar
3737,159.0,US Dollar
3738,115.0,US Dollar
3739,55.0,US Dollar
3740,119.0,US Dollar
3741,60.0,US Dollar
3742,53.0,US Dollar
3743,15.0,US Dollar
3744,70.0,US Dollar
3745,0.0,-
3746,53.0,US Dollar
3747,18.0,US Dollar
3748,76.0,US Dollar
3749,15.0,US Dollar
3750,44.0,US Dollar
3751,5.0,US Dollar
3752,20.0,US Dollar
3753,44.0,US Dollar
3754,95.0,US Dollar
3755,42.0,US Dollar
3756,45.0,US Dollar
3757,48.0,US Dollar
3758,75.0,US Dollar
3759,82.0,US Dollar
3760,15.0,US Dollar
3761,0.0,-
3762,82.0,US Dollar
3763,45.0,US Dollar
3764,67.0,US Dollar
3765,31.0,US Dollar
3766,159.0,US Dollar
3767,0.0,-
3768,46.0,US Dollar
3769,70.0,US Dollar
3770,36.0,US Dollar
3771,30.0,US Dollar
3772,36.0,US Dollar
3773,45.0,US Dollar
3774,0.0,-
3775,55.0,US Dollar
3776,0.0,-
3777,60.0,US Dollar
3778,74.0,US Dollar
3780,45.0,US Dollar
3781,62.0,US Dollar
3782,47.0,US Dollar
3783,39.0,US Dollar
3784,0.0,-
3785,0.0,-
3786,38.0,US Dollar
3787,7.0,US Dollar
3788,31.0,US Dollar
3789,95.0,US Dollar
3790,69.0,US Dollar
3791,74.0,US Dollar
3792,74.0,US Dollar
3793,74.0,US Dollar
3794,59.0,US Dollar
3795,46.0,US Dollar
3796,24.0,US Dollar
3797,96.0,US Dollar
3798,350.0,US Dollar
3799,62.0,US Dollar
3800,69.0,US Dollar
3801,59.0,US Dollar
3802,63.0,US Dollar
3803,0.0,-
3804,30.0,US Dollar
3805,32.0,US Dollar
3806,43.0,US Dollar
3807,82.0,US Dollar
3808,53.0,US Dollar
3809,20.0,US Dollar
3810,41.0,US Dollar
3811,51.0,US Dollar
3812,40.0,US Dollar
3813,0.0,-
3814,49.0,US Dollar
3815,20.0,US Dollar
3816,125.0,US Dollar
3817,58.0,US Dollar
3818,58.0,US Dollar
3819,55.0,US Dollar
3820,84.0,US Dollar
3821,50.0,US Dollar
3822,0.0,-
3823,16.0,US Dollar
3824,43.0,US Dollar
3825,55.0,US Dollar
3826,27.0,US Dollar
3827,0.0,-
3828,44.0,US Dollar
3829,45.0,US Dollar
3830,0.0,-
3831,0.0,-
3832,15.0,US Dollar
3833,152.0,US Dollar
3834,45.0,US Dollar
3835,80.0,US Dollar
3836,0.0,-
3837,38.0,US Dollar
3838,65.0,US Dollar
3839,26.0,US Dollar
3840,110.0,US Dollar
3841,40.0,US Dollar
3842,65.0,US Dollar
3843,49.0,US Dollar
3844,22.0,US Dollar
3845,42.0,US Dollar
3846,145.0,US Dollar
3847,66.0,US Dollar
3848,0.0,-
3849,43.0,US Dollar
3850,59.0,US Dollar
3851,0.0,-
3852,0.0,-
3853,74.0,US Dollar
3854,43.0,US Dollar
3855,56.0,US Dollar
3856,45.0,US Dollar
3857,0.0,-
3858,61.0,US Dollar
3859,0.0,-
3860,0.0,-
3861,0.0,-
3862,0.0,-
3863,38.0,US Dollar
3864,39.0,US Dollar
3865,0.0,-
3866,85.0,US Dollar
3867,48.0,US Dollar
3868,55.0,US Dollar
3869,0.0,-
3870,71.0,US Dollar
3871,5.0,US Dollar
3872,8.0,US Dollar
3873,89.0,US Dollar
3874,0.0,-
3875,36.0,US Dollar
3876,8.0,US Dollar
3877,79.0,US Dollar
3878,45.0,US Dollar
3879,0.0,-
3880,0.0,-
3881,53.0,US Dollar
3882,73.0,US Dollar
3883,0.0,-
3884,0.0,-
3885,0.0,-
3886,20.0,US Dollar
3887,68.0,US Dollar
3888,40.0,US Dollar
3889,0.0,-
3890,69.0,US Dollar
3891,0.0,-
3892,25.0,US Dollar
3893,55.0,US Dollar
3894,75.0,US Dollar
