Resort ID,Resort Name,Continent,Country,State/Province,Country Code,Adult Price(£)
1513,eikedalen,Europe,Norway,Western Norway (Vestlandet),NO,38.5
1514,eikerapen,Europe,Norway,Vest-Agder,NO,37.4
1515,fagernessfjellet-narvik,Europe,Norway,Nordland,NO,42.9
1516,fidjeland,Europe,Norway,Vest-Agder,NO,40.7
1517,finse-skisenter,Europe,Norway,Western Norway (Vestlandet),NO,27.5
1518,fjellhaugen-skisenter,Europe,Norway,Western Norway (Vestlandet),NO,25.3
1519,fonna-glacier-ski-resort,Europe,Norway,Western Norway (Vestlandet),NO,42.9
1520,fulufjellet,Europe,Norway,Hedmark,NO,36.3
1521,furedalen-alpin-kvamskogen,Europe,Norway,Western Norway (Vestlandet),NO,36.3
1522,galdhoeppigen-sommerskisenter,Europe,Norway,Oppland,NO,44.55
1523,geilolia-kikut-geilo,Europe,Norway,Buskerud,NO,45.1
1525,golsfjellet,Europe,Norway,Buskerud,NO,34.1
1526,grong,Europe,Norway,Nord-Trondelag,NO,42.9
1527,hallingskarvet,Europe,Norway,Buskerud,NO,40.7
1528,harpefossen,Europe,Norway,Western Norway (Vestlandet),NO,39.6
1529,haukelifjell-skisenter,Europe,Norway,Telemark,NO,43.45
1530,hodlekve-sogndal,Europe,Norway,Western Norway (Vestlandet),NO,39.6
1531,hoegevarde,Europe,Norway,Buskerud,NO,38.5
1532,hummelfjell,Europe,Norway,Hedmark,NO,39.6
1533,hurdal,Europe,Norway,Akershus,NO,34.1
1534,jerikobakken-oslo,Europe,Norway,Oslo,NO,22.0
1535,joelster-skisenter,Europe,Norway,Western Norway (Vestlandet),NO,35.2
1536,kirkerud,Europe,Norway,Akershus,NO,30.8
1537,knaben,Europe,Norway,Vest-Agder,NO,31.9
1538,kolsaas-skisenter,Europe,Norway,Akershus,NO,22.0
1539,kongsberg-skisenter,Europe,Norway,Buskerud,NO,44.0
1540,lemonsjoe-alpinsenter-jotunheimen,Europe,Norway,Oppland,NO,40.7
1541,lifjell,Europe,Norway,Telemark,NO,43.45
1542,ljosland-skisenter,Europe,Norway,Vest-Agder,NO,37.4
1544,maalselv-fjellandsby,Europe,Norway,Troms,NO,40.7
1545,meraaker-alpinsenter,Europe,Norway,Nord-Trondelag,NO,37.4
1546,middagsaasen-skisenter,Europe,Norway,Ostfold,NO,16.5
1549,nannestad-skisenter-asila,Europe,Norway,Akershus,NO,33.0
1550,nesbyen,Europe,Norway,Buskerud,NO,40.7
1551,nordseter-skicenter,Europe,Norway,Oppland,NO,22.0
1552,oerskogfjellet-skisenter,Europe,Norway,Western Norway (Vestlandet),NO,35.2
1553,oersta-skisenter,Europe,Norway,Western Norway (Vestlandet),NO,39.6
1554,oslo-skisenter-grefsenkollen,Europe,Norway,Oslo,NO,35.2
1555,raudalen-alpinsenteret,Europe,Norway,Oppland,NO,42.9
1556,raulandsfjell-alpinsenter,Europe,Norway,Telemark,NO,43.45
1557,rena,Europe,Norway,Hedmark,NO,36.3
1558,roeldal,Europe,Norway,Western Norway (Vestlandet),NO,42.35
1559,sauda-skisenter,Europe,Norway,Western Norway (Vestlandet),NO,37.4
1560,sjusjoeen,Europe,Norway,Oppland,NO,45.1
1561,skagahoegdi-gol,Europe,Norway,Buskerud,NO,38.5
1562,skaidi,Europe,Norway,Finnmark,NO,27.5
1563,skarslia,Europe,Norway,Buskerud,NO,33.0
1564,skillevollen-mo-i-rana,Europe,Norway,Nordland,NO,39.6
1565,sogn-skisenter,Europe,Norway,Western Norway (Vestlandet),NO,39.6
1566,solheisen-skisenter,Europe,Norway,Buskerud,NO,36.85
1567,spaatind-skisenter,Europe,Norway,Oppland,NO,32.45
1568,stavadalen-skisenter,Europe,Norway,Oppland,NO,35.2
1569,stavtjoern,Europe,Norway,Western Norway (Vestlandet),NO,37.4
1570,storefjell,Europe,Norway,Buskerud,NO,38.5
1571,stryn-skisenter,Europe,Norway,Western Norway (Vestlandet),NO,41.25
1572,stryn-sommerski-tystigbreen,Europe,Norway,Western Norway (Vestlandet),NO,40.7
1573,sunnmoersalpane-skiarena-fjellseter,Europe,Norway,Western Norway (Vestlandet),NO,39.6
1575,sysendalen-eidfjord,Europe,Norway,Western Norway (Vestlandet),NO,36.3
1576,tromsoe,Europe,Norway,Troms,NO,35.2
1577,tusten-molde,Europe,Norway,Western Norway (Vestlandet),NO,37.4
1578,tyin-filefjell,Europe,Norway,Oppland,NO,41.8
1579,valdres-alpinsenter,Europe,Norway,Oppland,NO,38.5
1580,varingskollen,Europe,Norway,Akershus,NO,37.4
1581,vaset,Europe,Norway,Oppland,NO,33.0
1584,vestvatn,Europe,Norway,Nordland,NO,25.3
1585,vierli-skisenter,Europe,Norway,Telemark,NO,43.45
1586,volda-skisenter,Europe,Norway,Western Norway (Vestlandet),NO,39.6
1587, Åre,Europe,Sweden,Northern Sweden (Norrland),SE,55.8
1588,. Hemavan,Europe,Sweden,Northern Sweden (Norrland),SE,49.2
1589,. Idre Fjäll,Europe,Sweden,Central Sweden,SE,49.2
1590,. Tandådalen/Hundfjället (Sälen),Europe,Sweden,Northern Sweden (Norrland),SE,48.0
1591,. Dundret Lapland – Gällivare,Europe,Sweden,Northern Sweden (Norrland),SE,38.4
1592,. Lindvallen/Högfjället (Sälen),Europe,Sweden,Northern Sweden (Norrland),SE,48.0
1593,. Vemdalsskalet,Europe,Sweden,Northern Sweden (Norrland),SE,48.0
1594, Riksgränsen,Europe,Sweden,Northern Sweden (Norrland),SE,45.0
1595,. Tärnaby,Europe,Sweden,Northern Sweden (Norrland),SE,49.2
1596, Fjällby – Björkliden,Europe,Sweden,Northern Sweden (Norrland),SE,45.0
1597,taenndalen,Europe,Sweden,Northern Sweden (Norrland),SE,46.8
1598,romme-alpin,Europe,Sweden,Central Sweden,SE,44.4
1599,lofsdalen,Europe,Sweden,Northern Sweden (Norrland),SE,41.4
1600,klaeppen,Europe,Sweden,Northern Sweden (Norrland),SE,46.2
1601,branaes,Europe,Sweden,Central Sweden,SE,46.8
1602,stoeten,Europe,Sweden,Northern Sweden (Norrland),SE,46.2
1603,ramundberget,Europe,Sweden,Northern Sweden (Norrland),SE,49.2
1604,bjoernrike,Europe,Sweden,Northern Sweden (Norrland),SE,46.8
1605,kloevsjoestorhogna,Europe,Sweden,Northern Sweden (Norrland),SE,48.0
1606,duvedtegefjaell,Europe,Sweden,Northern Sweden (Norrland),SE,51.6
1607,funaesdalsberget,Europe,Sweden,Northern Sweden (Norrland),SE,46.8
1608,bjursaas-ski-center,Europe,Sweden,Central Sweden,SE,38.4
1609,aamaals-skicenter,Europe,Sweden,South Sweden (Sydsverige),SE,26.4
1610,aarjaeng,Europe,Sweden,Central Sweden,SE,12.0
1612,aboda-klint-hoegsby,Europe,Sweden,South Sweden (Sydsverige),SE,16.8
1613,agnaesbacken,Europe,Sweden,Northern Sweden (Norrland),SE,25.2
1614,alebacken,Europe,Sweden,South Sweden (Sydsverige),SE,19.2
1616,asbybacken-oesterbymo-asby-alpina,Europe,Sweden,Central Sweden,SE,14.4
1621,brudarebacken-goeteborg,Europe,Sweden,South Sweden (Sydsverige),SE,18.0
1622,bryngfjordsbacken,Europe,Sweden,Central Sweden,SE,12.0
1623,bydalsfjaellen-bydalen,Europe,Sweden,Northern Sweden (Norrland),SE,40.8
1624,dackestupet,Europe,Sweden,South Sweden (Sydsverige),SE,18.0
1625,doemle-deje-forshaga,Europe,Sweden,Central Sweden,SE,12.0
1626,edsaasdalen,Europe,Sweden,Northern Sweden (Norrland),SE,40.8
1628,falkfaangarfjaellet,Europe,Sweden,Northern Sweden (Norrland),SE,40.8
1629,falkoeping-alpin,Europe,Sweden,South Sweden (Sydsverige),SE,24.0
1630,fjaetervaalen,Europe,Sweden,Central Sweden,SE,44.4
1631,flottsbro-alpin,Europe,Sweden,Central Sweden,SE,33.6
1633,galtis-arjeplog,Europe,Sweden,Northern Sweden (Norrland),SE,31.2
1634,gesundaberget,Europe,Sweden,Central Sweden,SE,39.0
1635,getberget-fraensta,Europe,Sweden,Northern Sweden (Norrland),SE,12.0
1636,graeftaavallen,Europe,Sweden,Northern Sweden (Norrland),SE,40.8
1637,granberget-leksand,Europe,Sweden,Central Sweden,SE,36.0
1638,groevelfjaell,Europe,Sweden,Central Sweden,SE,28.2
1639,gruvbacken,Europe,Sweden,Northern Sweden (Norrland),SE,24.0
1640,gustavsbergbacken-oestersund,Europe,Sweden,Northern Sweden (Norrland),SE,14.4
1642,hammarbybacken-stockholm,Europe,Sweden,Central Sweden,SE,27.0
1643,hassela,Europe,Sweden,Central Sweden,SE,41.4
1644,hoeglekardalen,Europe,Sweden,Northern Sweden (Norrland),SE,40.8
1645,hovfjaellet-torsby,Europe,Sweden,Central Sweden,SE,40.2
1647,isaberg-hestra,Europe,Sweden,South Sweden (Sydsverige),SE,43.2
1648,jaervsoe,Europe,Sweden,Central Sweden,SE,43.2
1649,kaabdalis,Europe,Sweden,Northern Sweden (Norrland),SE,38.4
1651,kappruet,Europe,Sweden,Northern Sweden (Norrland),SE,32.4
1652,kettilsaas,Europe,Sweden,South Sweden (Sydsverige),SE,19.2
1654,kittelfjaell,Europe,Sweden,Northern Sweden (Norrland),SE,43.8
1655,klimpfjaell,Europe,Sweden,Northern Sweden (Norrland),SE,38.4
1656,kullstabackenelefantberget-hammarstrand,Europe,Sweden,Northern Sweden (Norrland),SE,22.8
1657,kungsberget,Europe,Sweden,Central Sweden,SE,43.2
1658,laangberget,Europe,Sweden,Central Sweden,SE,19.2
1659,landsombergets,Europe,Sweden,Northern Sweden (Norrland),SE,19.2
1661,litsbacken,Europe,Sweden,Northern Sweden (Norrland),SE,12.6
1662,loevaasen-groevelsjoen,Europe,Sweden,Central Sweden,SE,28.2
1664,mullsjoe-alpin-center,Europe,Sweden,South Sweden (Sydsverige),SE,36.0
1665,naesfjaellet-i-saelen,Europe,Sweden,Northern Sweden (Norrland),SE,42.0
1666,nalovardo,Europe,Sweden,Northern Sweden (Norrland),SE,38.4
1667,nolbybacken,Europe,Sweden,Northern Sweden (Norrland),SE,18.0
1668,ombergsliden-vadstena,Europe,Sweden,Central Sweden,SE,16.8
1669,orsa-groenklitt,Europe,Sweden,Central Sweden,SE,42.6
1670,praestberget,Europe,Sweden,Northern Sweden (Norrland),SE,18.0
1672,raettviksbacken,Europe,Sweden,Central Sweden,SE,32.4
1673,ragnhildsborgbacken-soedertaelje,Europe,Sweden,Central Sweden,SE,14.4
1675,ruskola,Europe,Sweden,Northern Sweden (Norrland),SE,12.0
1676,saefsen,Europe,Sweden,Central Sweden,SE,40.8
1677,skaersjoevaalen,Europe,Sweden,Northern Sweden (Norrland),SE,4.8
1678,skoenviksbacken,Europe,Sweden,Northern Sweden (Norrland),SE,19.2
1679,stenkaellegaarden,Europe,Sweden,South Sweden (Sydsverige),SE,28.8
1681,storklinten,Europe,Sweden,Northern Sweden (Norrland),SE,28.8
1682,storlien,Europe,Sweden,Northern Sweden (Norrland),SE,37.2
1683,storstenshoejden,Europe,Sweden,Central Sweden,SE,34.8
1684,sundsvall-sidsjoebacken,Europe,Sweden,Northern Sweden (Norrland),SE,18.0
1685,sundsvall-soedra-berget,Europe,Sweden,Northern Sweden (Norrland),SE,18.0
1686,sunne,Europe,Sweden,Central Sweden,SE,38.4
1687,svanstein,Europe,Sweden,Northern Sweden (Norrland),SE,38.4
1690,taennaeskroeket,Europe,Sweden,Northern Sweden (Norrland),SE,37.2
1692,tolvmannabacken,Europe,Sweden,Central Sweden,SE,34.8
1693,trillevallen,Europe,Sweden,Northern Sweden (Norrland),SE,39.6
1694,ulricehamn,Europe,Sweden,South Sweden (Sydsverige),SE,38.4
1695,vaalaadalens-fjaellstation,Europe,Sweden,Northern Sweden (Norrland),SE,25.2
1696,vaangabacken,Europe,Sweden,South Sweden (Sydsverige),SE,27.6
1697,vaardkasen-haernoesand,Europe,Sweden,Northern Sweden (Norrland),SE,22.8
1698,valbergsbacken-torsby,Europe,Sweden,Central Sweden,SE,6.0
1699,valfjaellet,Europe,Sweden,Central Sweden,SE,32.4
1700,vallaasen,Europe,Sweden,South Sweden (Sydsverige),SE,41.4
1702,vettenbacken-liden,Europe,Sweden,Northern Sweden (Norrland),SE,6.0
1705,Jasná Nízke Tatry – Chopok,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),SK,43.0
1706,. Tatranská Lomnica,Europe,Slovakia,Presov (Presovsky kraj),SK,39.0
1707,. Donovaly (Park Snow),Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),SK,28.0
1708,. Štrbské Pleso,Europe,Slovakia,Presov (Presovsky kraj),SK,34.0
1709,vratna,Europe,Slovakia,Zilina (Zilinsky kraj),SK,30.0
1710,velka-raca,Europe,Slovakia,Zilina (Zilinsky kraj),SK,30.0
1711,ruzomberok-skipark,Europe,Slovakia,Zilina (Zilinsky kraj),SK,29.0
1712,meander-skipark-oravice,Europe,Slovakia,Zilina (Zilinsky kraj),SK,25.0
1714,bacova-roven-vysna-boca,Europe,Slovakia,Zilina (Zilinsky kraj),SK,16.0
1716,bezovec,Europe,Slovakia,Trencin (Trenciansky kraj),SK,16.0
1717,biele-vodydedinky-mlynky,Europe,Slovakia,Kosice (Kosicky kraj),SK,13.0
1718,brodok-porac,Europe,Slovakia,Kosice (Kosicky kraj),SK,12.0
1719,buce-rencisov,Europe,Slovakia,Presov (Presovsky kraj),SK,12.0
1720,bucnik-polomka,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),SK,14.0
1721,certov,Europe,Slovakia,Trencin (Trenciansky kraj),SK,16.0
1723,chlmec-skipark,Europe,Slovakia,Presov (Presovsky kraj),SK,16.0
1729,drienica,Europe,Slovakia,Presov (Presovsky kraj),SK,20.0
1730,drozdovo-nova-bana,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),SK,14.0
1731,fackovske-sedlo,Europe,Slovakia,Trencin (Trenciansky kraj),SK,16.0
1732,frickovce,Europe,Slovakia,Presov (Presovsky kraj),SK,12.0
1733,gugel-mlynky,Europe,Slovakia,Kosice (Kosicky kraj),SK,18.0
1734,homolka-valaska-bela,Europe,Slovakia,Trencin (Trenciansky kraj),SK,12.0
1735,hronec-hlobisov,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),SK,10.0
1736,jahodna,Europe,Slovakia,Kosice (Kosicky kraj),SK,18.0
1737,jakubkova-luka,Europe,Slovakia,Presov (Presovsky kraj),SK,35.0
1739,janovky-milotin-zuberec,Europe,Slovakia,Zilina (Zilinsky kraj),SK,19.0
1740,jasenska-dolina-bela-dulice,Europe,Slovakia,Zilina (Zilinsky kraj),SK,19.0
1741,javorovica-liptovsky-jan,Europe,Slovakia,Zilina (Zilinsky kraj),SK,18.0
1742,julius-vysna-slana,Europe,Slovakia,Kosice (Kosicky kraj),SK,15.0
1743,kalnica-sk,Europe,Slovakia,Trencin (Trenciansky kraj),SK,15.0
1745,kavecany,Europe,Slovakia,Kosice (Kosicky kraj),SK,18.0
1746,klacno,Europe,Slovakia,Trencin (Trenciansky kraj),SK,10.0
1747,klenovec-skorusina,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),SK,10.0
1748,kokava-linia,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),SK,13.0
1750,kosutka-hrinova,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),SK,19.0
1751,krahule,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),SK,23.0
1752,kraliky,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),SK,18.0
1756,kubasok,Europe,Slovakia,Presov (Presovsky kraj),SK,14.0
1757,kubinska-hola,Europe,Slovakia,Zilina (Zilinsky kraj),SK,27.0
1758,latky-prasiva,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),SK,12.0
1759,levoca,Europe,Slovakia,Presov (Presovsky kraj),SK,18.0
1760,liptovske-revuce,Europe,Slovakia,Zilina (Zilinsky kraj),SK,19.0
1761,lomnik-dacov-lom,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),SK,12.0
1762,lopusna-dolina-svit,Europe,Slovakia,Presov (Presovsky kraj),SK,18.0
1763,lucivna-snowpark,Europe,Slovakia,Presov (Presovsky kraj),SK,17.0
1765,makov,Europe,Slovakia,Zilina (Zilinsky kraj),SK,15.0
1766,makov-kasarne,Europe,Slovakia,Zilina (Zilinsky kraj),SK,17.0
1767,makovica-nizna-polianka,Europe,Slovakia,Presov (Presovsky kraj),SK,15.0
1768,mala-lucivna,Europe,Slovakia,Zilina (Zilinsky kraj),SK,17.0
1769,martinske-hole,Europe,Slovakia,Zilina (Zilinsky kraj),SK,30.0
1770,mojtin,Europe,Slovakia,Trencin (Trenciansky kraj),SK,15.0
1771,monkova-dolina-zdiar,Europe,Slovakia,Presov (Presovsky kraj),SK,13.0
1772,mostenica,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),SK,7.0
1773,mraznica-hnilcik,Europe,Slovakia,Kosice (Kosicky kraj),SK,14.0
1774,myto-pod-dumbierom,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),SK,22.0
1776,opalisko-zavazna-poruba,Europe,Slovakia,Zilina (Zilinsky kraj),SK,14.0
1777,orava-snow-oravska-lesna,Europe,Slovakia,Zilina (Zilinsky kraj),SK,24.0
1778,oscadnica,Europe,Slovakia,Zilina (Zilinsky kraj),SK,12.0
1779,pezinska-baba,Europe,Slovakia,Bratislava,SK,16.0
1780,plejsy-krompachy,Europe,Slovakia,Kosice (Kosicky kraj),SK,22.0
1781,plese-podkonice,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),SK,10.0
1782,pod-lesom-dolny-smokovec-vysoke-tatry,Europe,Slovakia,Presov (Presovsky kraj),SK,8.0
1783,podbanske,Europe,Slovakia,Zilina (Zilinsky kraj),SK,12.0
1786,poracska-dolina-porac-porac-park,Europe,Slovakia,Kosice (Kosicky kraj),SK,12.0
1787,rajecka-lesna,Europe,Slovakia,Zilina (Zilinsky kraj),SK,16.0
1788,raztoka,Europe,Slovakia,Trencin (Trenciansky kraj),SK,15.0
1789,regetovka,Europe,Slovakia,Presov (Presovsky kraj),SK,15.0
1791,remata,Europe,Slovakia,Trencin (Trenciansky kraj),SK,15.0
1793,rohace-spalena,Europe,Slovakia,Zilina (Zilinsky kraj),SK,25.0
1794,sachticky,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),SK,19.0
1795,salamandra-resort-banska-stiavnica,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),SK,25.0
1796,selce-cachovo,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),SK,16.0
1798,skalka,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),SK,23.0
1799,ski-blanc-ostry-grun,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),SK,14.0
1800,ski-land-stara-myjava,Europe,Slovakia,Trencin (Trenciansky kraj),SK,14.0
1801,ski-park-liptovska-teplicka,Europe,Slovakia,Presov (Presovsky kraj),SK,14.0
1802,ski-seven-zakamenne,Europe,Slovakia,Zilina (Zilinsky kraj),SK,12.0
1804,skicomp-faklovka-litmanova,Europe,Slovakia,Presov (Presovsky kraj),SK,18.0
1805,skipark-erika-kojsovska-hola,Europe,Slovakia,Kosice (Kosicky kraj),SK,17.0
1806,skipark-racibor-oravsky-podzamok,Europe,Slovakia,Zilina (Zilinsky kraj),SK,18.0
1807,snow-sun-horny-vadicov,Europe,Slovakia,Zilina (Zilinsky kraj),SK,12.0
1808,stary-smokovec-hrebienok,Europe,Slovakia,Presov (Presovsky kraj),SK,22.0
1809,stebnicka-huta,Europe,Slovakia,Presov (Presovsky kraj),SK,13.0
1810,stos,Europe,Slovakia,Kosice (Kosicky kraj),SK,10.0
1811,strachan-zdiar,Europe,Slovakia,Presov (Presovsky kraj),SK,17.0
1812,strednica-zdiar,Europe,Slovakia,Presov (Presovsky kraj),SK,20.0
1815,tale,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),SK,17.0
1816,telgart,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),SK,16.0
1817,teplica-brezovica,Europe,Slovakia,Zilina (Zilinsky kraj),SK,13.0
1818,turecka-stare-hory,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),SK,16.0
1819,valcianska-dolina-valca-snowland,Europe,Slovakia,Zilina (Zilinsky kraj),SK,33.0
1821,velke-ostre,Europe,Slovakia,Zilina (Zilinsky kraj),SK,10.0
1823,vitanova,Europe,Slovakia,Zilina (Zilinsky kraj),SK,20.0
1824,vysne-ruzbachy,Europe,Slovakia,Presov (Presovsky kraj),SK,19.0
1825,zabava-hrustin,Europe,Slovakia,Zilina (Zilinsky kraj),SK,15.0
1826,zbojska,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),SK,10.0
1827,ziar-dolinky,Europe,Slovakia,Zilina (Zilinsky kraj),SK,14.0
1828,ziarce-pavcina-lehota,Europe,Slovakia,Zilina (Zilinsky kraj),SK,12.0
1829,zliechov,Europe,Slovakia,Trencin (Trenciansky kraj),SK,8.0
1830,zochova-chata,Europe,Slovakia,Bratislava,SK,13.0
1840, Garmisch-Classic – Garmisch-Partenkirchen,Europe,Germany,Bavaria (Bayern),DE,43.0
1841,. Arber,Europe,Germany,Bavaria (Bayern),DE,33.0
1842,. Ofterschwang/Gunzesried – Ofterschwanger Horn,Europe,Germany,Bavaria (Bayern),DE,38.0
1843, Nebelhorn – Oberstdorf,Europe,Germany,Bavaria (Bayern),DE,47.0
1845,. Hörnerbahn – Bolsterlang,Europe,Germany,Bavaria (Bayern),DE,38.0
1846,. Oberjoch (Bad Hindelang) – Iseler,Europe,Germany,Bavaria (Bayern),DE,38.0
1847,. Sudelfeld – Bayrischzell,Europe,Germany,Bavaria (Bayern),DE,38.0
1848,. Brauneck – Lenggries/Wegscheid,Europe,Germany,Bavaria (Bayern),DE,36.0
1849,. Nesselwang – Alpspitze (Alpspitzbahn),Europe,Germany,Bavaria (Bayern),DE,30.0
1850,. Spitzingsee-Tegernsee,Europe,Germany,Bavaria (Bayern),DE,35.0
1851,. Feldberg – Seebuck/Grafenmatt/Fahl,Europe,Germany,Baden-Wurttemberg,DE,36.0
1853,. Fichtelberg – Oberwiesenthal,Europe,Germany,Saxony (Sachsen),DE,26.0
1854,. Grasgehren – Bolgengrat,Europe,Germany,Bavaria (Bayern),DE,26.0
1855,. Alpenpark Neuss (indoor ski area),Europe,Germany,North Rhine-Westphalia (Nordrhein-Westfalen),DE,39.0
1856,. Mitterdorf (Almberg) – Mitterfirmiansreut,Europe,Germany,Bavaria (Bayern),DE,23.0
1857,. Balderschwang – Hochschelpen/Riedberger Horn,Europe,Germany,Bavaria (Bayern),DE,31.0
1858,. Winterberg (Skiliftkarussell),Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),DE,35.0
1859,. Götschen – Bischofswiesen,Europe,Germany,Bavaria (Bayern),DE,25.0
1860,. Snow Dome Bispingen (indoor ski area),Europe,Germany,Lower Saxony (Niedersachsen),DE,37.0
1861,. Oberaudorf – Hocheck,Europe,Germany,Bavaria (Bayern),DE,24.0
1863,. Kolbensattel – Oberammergau,Europe,Germany,Bavaria (Bayern),DE,29.0
1864,. Willingen – Ettelsberg,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),DE,28.0
1865,. Pröller Skidreieck (St. Englmar),Europe,Germany,Bavaria (Bayern),DE,22.0
1866,. Geißkopf – Bischofsmais,Europe,Germany,Bavaria (Bayern),DE,24.0
1867,. Zugspitze,Europe,Germany,Bavaria (Bayern),DE,45.0
1868,. Postwiesen Skidorf – Neuastenberg,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),DE,27.0
1869,. Belchen,Europe,Germany,Baden-Wurttemberg,DE,25.0
1870,. Schöneck (Skiwelt),Europe,Germany,Saxony (Sachsen),DE,22.0
1871,steibis-imberg-oberstaufen,Europe,Germany,Bavaria (Bayern),DE,36.0
1872,huendlethalkirchdorf-oberstaufen,Europe,Germany,Bavaria (Bayern),DE,32.0
1873,. Steckenberg – Unterammergau,Europe,Germany,Bavaria (Bayern),DE,18.0
1874,kampenwand-aschau-im-chiemgau,Europe,Germany,Bavaria (Bayern),DE,29.0
1875,. Todtnauberg,Europe,Germany,Baden-Wurttemberg,DE,30.0
1876,. Altastenberg,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),DE,25.0
1877,. Unternberg (Ruhpolding),Europe,Germany,Bavaria (Bayern),DE,24.0
1878,. Silberberg – Bodenmais,Europe,Germany,Bavaria (Bayern),DE,20.0
1879,. Monte Kaolino – Hirschau (sand ski area),Europe,Germany,Bavaria (Bayern),DE,35.0
1880,. Hohe Bracht – Lennestadt,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),DE,10.0
1881,. Hirtenteich – Essingen-Lauterburg/Aalen,Europe,Germany,Baden-Wurttemberg,DE,20.0
1882,. Bläsiberg – Wiesensteig,Europe,Germany,Baden-Wurttemberg,DE,19.0
1883,. Auf der Rieder – Eschenlohe,Europe,Germany,Bavaria (Bayern),DE,7.0
1884,. Hirschberglifte – Kreuth,Europe,Germany,Bavaria (Bayern),DE,19.0
1885,. Wurmberg – Braunlage,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),DE,32.0
1886,. Hundseck – Bühlertallifte,Europe,Germany,Baden-Wurttemberg,DE,20.0
1888,. Markbuchen/Predigtstuhl (St. Englmar),Europe,Germany,Bavaria (Bayern),DE,20.0
1889,. Kapellenberg (St. Englmar),Europe,Germany,Bavaria (Bayern),DE,14.0
1890,. Grün-Maibrunn (St. Englmar),Europe,Germany,Bavaria (Bayern),DE,18.0
1891,. Sahnehang,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),DE,18.0
1893,. Mehliskopf,Europe,Germany,Baden-Wurttemberg,DE,25.0
1894,. Kaltenbronn,Europe,Germany,Baden-Wurttemberg,DE,20.0
1895,. Fahlenscheid – Olpe,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),DE,20.0
1896,. Wissen,Europe,Germany,Rhineland-Palatinate (Rheinland-Pfalz),DE,14.0
1897,. Burbach,Europe,Germany,North Rhine-Westphalia (Nordrhein-Westfalen),DE,13.0
1900,. Hesselberg,Europe,Germany,Bavaria (Bayern),DE,10.0
1901,. Reiserhang – Gaißach,Europe,Germany,Bavaria (Bayern),DE,17.0
1902,. Bottrop (alpincenter) (indoor ski area),Europe,Germany,North Rhine-Westphalia (Nordrhein-Westfalen),DE,52.0
1903,. Johanngeorgenstadt – Külliggut,Europe,Germany,Saxony (Sachsen),DE,14.0
1904,. Klausenlift – Mehlmeisel,Europe,Germany,Bavaria (Bayern),DE,18.0
1905,. Hempelsberg/Geiersberg – Oberwarmensteinach,Europe,Germany,Bavaria (Bayern),DE,18.0
1906,. Fleckllift – Warmensteinach,Europe,Germany,Bavaria (Bayern),DE,11.0
1907,. Bleaml Alm – Neubau (Fichtelberg),Europe,Germany,Bavaria (Bayern),DE,13.0
1908,. Greising – Deggendorf,Europe,Germany,Bavaria (Bayern),DE,17.0
1909,. Pfulb – Schopfloch (Lenningen),Europe,Germany,Baden-Wurttemberg,DE,12.0
1910,. Ostalb – Aalen,Europe,Germany,Baden-Wurttemberg,DE,20.0
1911,. Im Salzwinkel – Zainingen (Römerstein),Europe,Germany,Baden-Wurttemberg,DE,18.0
1912,. Halde – Westerheim,Europe,Germany,Baden-Wurttemberg,DE,16.0
1913,. Donnstetten (Römerstein),Europe,Germany,Baden-Wurttemberg,DE,18.0
1915,. Am Ried – Farchant,Europe,Germany,Bavaria (Bayern),DE,12.0
1916,. Kirburg,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),DE,12.0
